"ADRNo","SARType","IncidentDate","Received","IncidentType","Serious","SARDay","SARMonth","SARYear","ReportType","PrimarySourceCountry","OccurCountry"
"9127/19","Animal","12/28/2018","10/31/2019","Safety Issue","Y","28","12","2018","Spontaneous and expedited","GB","GB"
"9128/19","Animal","9/20/2019","10/31/2019","Safety Issue","Y","20","09","2019","Spontaneous and expedited","GB","GB"
"9129/19","Animal","10/17/2019","10/31/2019","Lack of expected efficacy","Y","17","10","2019","Spontaneous and expedited","GB","GB"
"9130/19","Animal","10/9/2019","10/31/2019","Lack of expected efficacy","Y","09","10","2019","Spontaneous and expedited","GB","GB"
"9131/19","Animal","9/27/2019","10/31/2019","Safety Issue","Y","27","09","2019","Spontaneous and expedited","GB","GB"
"9133/19","Animal","10/28/2019","10/31/2019","Lack of expected efficacy","Y","28","10","2019","Spontaneous and expedited","GB","GB"
"9134/19","Animal","10/10/2019","10/31/2019","Safety Issue","Y","10","10","2019","Spontaneous and expedited","GB","GB"
"9136/19","Animal","10/21/2019","10/31/2019","Safety Issue","Y","21","10","2019","Spontaneous and expedited","GB","GB"
"9137/19","Animal","10/28/2019","10/31/2019","Safety issue","N","28","10","2019","Spontaneous and expedited","GB","GB"
"9138/19","Animal","10/15/2019","10/31/2019","Safety Issue","Y","15","10","2019","Spontaneous and expedited","GB","GB"
"9139/19","Animal","10/26/2019","10/31/2019","Safety issue","N","26","10","2019","Spontaneous and expedited","GB","GB"
"9140/19","Human","10/27/2019","10/31/2019","Safety Issue","","27","10","2019","Spontaneous and expedited","GB","GB"
"9141/19","Animal","8/21/2019","10/31/2019","Safety Issue","Y","19","08","2019","Spontaneous and expedited","GB","GB"
"9143/19","Human","10/21/2019","10/31/2019","Safety Issue","","21","10","2019","Spontaneous and expedited","GB","GB"
"9144/19","Human","10/21/2019","10/31/2019","Safety Issue","","21","10","2019","Spontaneous and expedited","GB","GB"
"9145/19","Animal","7/3/2015","10/31/2019","Safety Issue","Y","03","07","2015","Spontaneous and expedited","GB","GB"
"9146/19","Animal","10/30/2019","10/31/2019","Safety issue","N","30","10","2019","Spontaneous and expedited","GB","GB"
"9147/19","Animal","7/1/2018","11/1/2019","Safety Issue","Y","","07","2018","Spontaneous and expedited","GB","GB"
"9148/19","Animal","10/17/2019","11/1/2019","Lack of expected efficacy","N","17","10","2019","Spontaneous and expedited","GB","GB"
"9149/19","Animal","10/17/2019","11/1/2019","Lack of expected efficacy","N","17","10","2019","Spontaneous and expedited","GB","GB"
"9150/19","Animal","9/28/2019","11/1/2019","Safety issue","N","28","09","2019","Spontaneous and expedited","GB","GB"
"9151/19","Animal","10/18/2019","11/1/2019","Safety Issue","N","18","10","2019","Spontaneous and expedited","GB","GB"
"9152/19","Animal","10/18/2019","11/1/2019","Safety Issue","N","18","10","2019","Spontaneous and expedited","GB","GB"
"9153/19","Animal","10/15/2019","11/1/2019","Safety Issue","N","15","10","2019","Spontaneous and expedited","GB","GB"
"9154/19","Animal","1/1/2019","11/1/2019","Lack of expected efficacy","N","","","2019","Spontaneous and expedited","GB","GB"
"9155/19","Animal","10/18/2019","11/1/2019","Safety Issue","N","18","10","2019","Spontaneous and expedited","GB","GB"
"9156/19","Animal","10/18/2019","11/1/2019","Lack of expected efficacy","N","18","10","2019","Spontaneous and expedited","GB","GB"
"9157/19","Animal","1/1/2019","11/1/2019","Lack of expected efficacy","N","","","2019","Spontaneous and expedited","GB","GB"
"9158/19","Animal","10/19/2019","11/1/2019","Safety Issue","N","19","10","2019","Spontaneous and expedited","GB","GB"
"9159/19","Animal","1/1/2019","11/1/2019","Lack of expected efficacy","N","","","2019","Spontaneous and expedited","GB","GB"
"9160/19","Animal","10/22/2019","11/1/2019","Safety issue","Y","22","10","2019","Spontaneous and expedited","GB","GB"
"9161/19","Animal","10/29/2019","11/1/2019","Safety issue","N","29","10","2019","Spontaneous and expedited","GB","GB"
"9162/19","Animal","10/28/2019","11/1/2019","Safety issue","N","28","10","2019","Spontaneous and expedited","GB","GB"
"9163/19","Animal","10/25/2019","11/1/2019","Safety issue","N","25","10","2019","Spontaneous and expedited","GB","GB"
"9164/19","Animal","10/29/2019","11/1/2019","Safety Issue","N","29","10","2019","Spontaneous and expedited","GB","GB"
"9165/19","Human","10/28/2019","11/1/2019","Safety Issue","","28","10","2019","Spontaneous and expedited","GB","GB"
"9166/19","Animal","10/3/2019","11/1/2019","Safety Issue","Y","03","10","2019","Spontaneous and expedited","GB","GB"
"9167/19","Animal","10/27/2019","11/1/2019","Safety Issue","Y","27","10","2019","Spontaneous and expedited","GB","GB"
"9168/19","Animal","10/25/2019","11/1/2019","Safety issue","Y","29","10","2019","Spontaneous and expedited","GB","GB"
"9170/19","Animal","10/16/2019","11/1/2019","Safety issue","Y","16","10","2019","Spontaneous and expedited","GB","GB"
"9171/19","Animal","11/2/2018","11/1/2019","Safety Issue","Y","02","11","2018","Spontaneous and expedited","GB","GB"
"9172/19","Animal","9/26/2019","11/2/2019","Safety issue","N","26","09","2019","Spontaneous and expedited","GB","GB"
"9173/19","Animal","6/10/2019","11/2/2019","Safety issue","N","10","06","2019","Spontaneous and expedited","GB","GB"
"9175/19","Animal","10/28/2019","11/2/2019","Safety issue","N","28","10","2019","Spontaneous and expedited","GB","GB"
"9176/19","Animal","9/20/2019","11/2/2019","Safety issue","Y","21","09","2019","Spontaneous and expedited","GB","GB"
"9177/19","Animal","10/16/2019","11/3/2019","Safety issue","Y","16","10","2019","Spontaneous and expedited","GB","GB"
"9178/19","Animal","9/20/2019","11/1/2019","Safety Issue","N","30","09","2019","Spontaneous and expedited","GB","GB"
"9180/19","Animal","10/26/2019","11/4/2019","Safety Issue","Y","26","10","2019","Spontaneous and expedited","GB","GB"
"9181/19","Animal","10/10/2019","11/4/2019","Safety Issue","N","10","10","2019","Spontaneous and expedited","GB","GB"
"9184/19","Animal","1/1/2019","11/4/2019","Safety Issue","Y","","","2019","Spontaneous and expedited","GB","GB"
"9185/19","Animal","10/24/2019","11/4/2019","Safety Issue","N","24","10","2019","Spontaneous and expedited","GB","GB"
"9186/19","Animal","10/30/2019","11/4/2019","Safety Issue","Y","30","10","2019","Spontaneous and expedited","GB","GB"
"9187/19","Animal","10/21/2019","11/4/2019","Safety Issue","Y","21","10","2019","Spontaneous and expedited","GB","GB"
"9188/19","Animal","10/18/2019","11/4/2019","Lack of expected efficacy","Y","18","10","2019","Spontaneous and expedited","GB","GB"
"9189/19","Animal","3/7/2019","9/16/2019","Withdrawal period issue","N","01","01","1900","Spontaneous and expedited","GB","GB"
"9190/19","Animal","11/1/2019","11/4/2019","Safety Issue","Y","01","11","2019","Spontaneous and expedited","GB","GB"
"9191/19","Animal","7/1/2019","11/4/2019","Lack of expected efficacy","N","","07","2019","Spontaneous and expedited","GB","GB"
"9192/19","Animal","10/7/2019","11/4/2019","Safety Issue","Y","07","10","2019","Spontaneous and expedited","GB","GB"
"9193/19","Animal","10/1/2019","11/4/2019","Safety Issue","Y","","10","2019","Spontaneous and expedited","GB","GB"
"9194/19","Animal","9/30/2018","11/4/2019","Safety Issue","Y","30","09","2018","Spontaneous and expedited","GB","GB"
"9195/19","Animal","9/17/2019","11/4/2019","Safety Issue","Y","17","09","2019","Spontaneous and expedited","GB","GB"
"9196/19","Animal","10/31/2019","11/4/2019","Safety issue","Y","18","10","2019","Spontaneous and expedited","GB","GB"
"9197/19","Animal","10/20/2019","11/4/2019","Safety issue","N","31","10","2019","Spontaneous and expedited","GB","GB"
"9198/19","Animal","10/23/2019","11/4/2019","Safety issue","N","23","10","2019","Spontaneous and expedited","GB","GB"
"9199/19","Animal","11/1/2019","11/5/2019","Safety issue","N","01","11","2019","Spontaneous and expedited","GB","GB"
"9200/19","Animal","11/4/2019","11/5/2019","Safety issue","N","04","11","2019","Spontaneous and expedited","GB","GB"
"9201/19","Animal","11/1/2019","11/5/2019","Safety issue","N","01","11","2019","Spontaneous and expedited","GB","GB"
"9202/19","Animal","8/30/2019","11/5/2019","Safety issue","Y","30","08","2019","Spontaneous and expedited","GB","GB"
"9204/19","Animal","5/15/2019","11/5/2019","Safety Issue","Y","15","05","2019","Spontaneous and expedited","GB","GB"
"9205/19","Animal","10/30/2019","11/5/2019","Safety Issue","Y","30","10","2019","Spontaneous and expedited","GB","GB"
"9206/19","Animal","10/20/2019","11/5/2019","Safety Issue","Y","20","10","2019","Spontaneous and expedited","GB","GB"
"9207/19","Animal","10/25/2019","11/5/2019","Safety Issue","Y","25","10","2019","Spontaneous and expedited","GB","GB"
"9208/19","Animal","6/14/2019","11/5/2019","Safety Issue","Y","14","06","2019","Spontaneous and expedited","GB","GB"
"9210/19","Animal","1/1/2019","11/5/2019","Safety Issue","N","","","2019","Spontaneous and expedited","GB","GB"
"9211/19","Animal","10/18/2019","11/5/2019","Safety Issue","Y","18","10","2019","Spontaneous and expedited","GB","GB"
"9212/19","Animal","10/4/2019","11/5/2019","Safety Issue","Y","04","10","2019","Spontaneous and expedited","GB","GB"
"9213/19","Animal","10/23/2019","11/5/2019","Safety Issue","Y","23","10","2019","Spontaneous and expedited","GB","GB"
"9214/19","Animal","10/27/2019","11/5/2019","Safety Issue","Y","27","10","2019","Spontaneous and expedited","GB","GB"
"9215/19","Animal","4/1/2019","11/5/2019","Safety Issue","N","","04","2019","Spontaneous and expedited","GB","GB"
"9216/19","Animal","6/1/2019","11/5/2019","Safety issue","Y","01","06","2019","Spontaneous and expedited","GB","GB"
"9217/19","Animal","10/23/2019","11/5/2019","Safety issue","Y","23","10","2019","Spontaneous and expedited","GB","GB"
"9218/19","Animal","10/23/2019","11/5/2019","Safety issue","N","23","10","2019","Spontaneous and expedited","GB","GB"
"9219/19","Animal","10/25/2019","11/5/2019","Lack of expected efficacy","Y","25","10","2019","Spontaneous and expedited","GB","GB"
"9220/19","Animal","12/13/2018","11/5/2019","Safety Issue","Y","13","12","2018","Spontaneous and expedited","GB","GB"
"9221/19","Animal","10/11/2019","11/5/2019","Safety Issue","Y","11","10","2019","Spontaneous and expedited","GB","GB"
"9222/19","Animal","1/1/2019","11/5/2019","Lack of expected efficacy","Y","","","2019","Spontaneous and expedited","GB","GB"
"9223/19","Animal","10/3/2019","11/5/2019","Safety Issue","Y","03","10","2019","Spontaneous and expedited","GB","GB"
"9224/19","Human","9/30/2018","11/5/2019","Safety Issue","","30","09","2018","Spontaneous and expedited","GB","GB"
"9226/19","Human","10/1/2019","11/6/2019","Safety Issue","","","10","2019","Spontaneous and expedited","GB","GB"
"9227/19","Animal","10/24/2019","11/6/2019","Safety Issue","Y","24","10","2019","Spontaneous and expedited","GB","GB"
"9228/19","Animal","10/31/2019","11/6/2019","Safety Issue","Y","31","10","2019","Spontaneous and expedited","GB","GB"
"9229/19","Animal","10/4/2019","11/6/2019","Safety Issue","Y","04","10","2019","Spontaneous and expedited","GB","GB"
"9230/19","Animal","10/24/2019","11/6/2019","Safety Issue","Y","24","10","2019","Spontaneous and expedited","GB","GB"
"9231/19","Animal","10/24/2019","11/6/2019","Safety Issue","Y","24","10","2019","Spontaneous and expedited","GB","GB"
"9232/19","Animal","10/5/2019","10/31/2019","Safety Issue","N","05","10","2019","Spontaneous and expedited","GB","GB"
"9233/19","Animal","11/2/2019","11/6/2019","Safety issue","N","02","11","2019","Spontaneous and expedited","GB","GB"
"9234/19","Animal","8/14/2019","11/6/2019","Safety issue","N","14","08","2019","Spontaneous and expedited","GB","GB"
"9235/19","Animal","11/5/2019","11/6/2019","Safety issue","N","05","11","2019","Spontaneous and expedited","GB","GB"
"9236/19","Animal","11/4/2019","11/6/2019","Safety issue","Y","04","11","2019","Spontaneous and expedited","GB","GB"
"9237/19","Animal","7/1/2019","11/6/2019","Safety Issue","Y","01","07","2019","Spontaneous and expedited","GB","GB"
"9238/19","Animal","11/4/2019","11/6/2019","Safety Issue","Y","04","11","2019","Spontaneous and expedited","GB","GB"
"9239/19","Animal","10/25/2019","11/6/2019","Safety Issue","Y","25","10","2019","Spontaneous and expedited","GB","GB"
"9240/19","Animal","10/19/2019","11/6/2019","Lack of expected efficacy","Y","19","10","2019","Spontaneous and expedited","GB","GB"
"9241/19","Animal","10/7/2019","11/6/2019","Safety issue","Y","07","10","2019","Spontaneous and expedited","GB","GB"
"9242/19","Animal","8/1/2019","11/6/2019","Lack of expected efficacy","Y","","08","2019","Spontaneous and expedited","GB","GB"
"9243/19","Animal","10/24/2019","11/6/2019","Safety Issue","Y","24","10","2019","Spontaneous and expedited","GB","GB"
"9244/19","Animal","11/4/2019","11/6/2019","Safety issue","Y","04","11","2019","Spontaneous and expedited","GB","GB"
"9245/19","Animal","10/11/2019","11/6/2019","Safety Issue","Y","11","10","2019","Spontaneous and expedited","GB","GB"
"9246/19","Animal","11/1/2019","11/6/2019","Safety issue","N","01","11","2019","Spontaneous and expedited","GB","GB"
"9247/19","Animal","8/23/2019","11/6/2019","Safety Issue","Y","23","08","2019","Spontaneous and expedited","GB","GB"
"9248/19","Animal","8/12/2019","11/6/2019","Safety issue","N","12","08","2019","Spontaneous and expedited","GB","GB"
"9249/19","Animal","11/5/2019","11/6/2019","Safety issue","N","05","11","2019","Spontaneous and expedited","GB","GB"
"9250/19","Animal","10/25/2019","11/6/2019","Safety issue","N","25","10","2019","Spontaneous and expedited","GB","GB"
"9251/19","Animal","10/24/2019","11/7/2019","Safety Issue","Y","24","10","2019","Spontaneous and expedited","GB","GB"
"9252/19","Animal","11/3/2019","11/7/2019","Safety issue","N","03","11","2019","Spontaneous and expedited","GB","GB"
"9253/19","Animal","11/3/2019","11/7/2019","Safety issue","N","03","11","2019","Spontaneous and expedited","GB","GB"
"9254/19","Animal","11/3/2019","11/7/2019","Safety issue","N","03","11","2019","Spontaneous and expedited","GB","GB"
"9255/19","Animal","11/6/2019","11/7/2019","Safety issue","N","06","11","2019","Spontaneous and expedited","GB","GB"
"9256/19","Animal","10/25/2019","11/7/2019","Safety issue","N","25","10","2019","Spontaneous and expedited","GB","GB"
"9257/19","Animal","11/1/2019","11/7/2019","Safety issue","N","01","11","2019","Spontaneous and expedited","GB","GB"
"9258/19","Animal","10/9/2019","11/7/2019","Safety issue","N","09","10","2019","Spontaneous and expedited","GB","GB"
"9259/19","Animal","10/15/2019","11/7/2019","Lack of expected efficacy","Y","15","10","2019","Spontaneous and expedited","GB","GB"
"9260/19","Animal","10/23/2019","11/7/2019","Safety issue","N","23","10","2019","Spontaneous and expedited","GB","GB"
"9261/19","Animal","10/1/2019","11/7/2019","Safety issue","N","01","10","2019","Spontaneous and expedited","GB","GB"
"9262/19","Animal","11/7/2019","11/7/2019","Safety issue","Y","07","11","2019","Spontaneous and expedited","GB","GB"
"9263/19","Animal","10/24/2019","11/7/2019","Safety Issue","Y","24","10","2019","Spontaneous and expedited","GB","GB"
"9264/19","Animal","10/20/2019","11/7/2019","Safety Issue","Y","20","10","2019","Spontaneous and expedited","GB","GB"
"9265/19","Animal","9/22/2019","11/7/2019","Safety issue","N","22","09","2019","Spontaneous and expedited","GB","GB"
"9266/19","Animal","1/1/2019","11/7/2019","Safety Issue","Y","","","2019","Spontaneous and expedited","GB","GB"
"9267/19","Animal","1/1/2018","11/7/2019","Safety Issue","Y","","","2018","Spontaneous and expedited","GB","GB"
"9268/19","Animal","11/4/2019","11/7/2019","Safety issue","N","04","11","2019","Spontaneous and expedited","GB","GB"
"9269/19","Animal","11/6/2019","11/7/2019","Safety issue","Y","06","11","2019","Spontaneous and expedited","GB","GB"
"9270/19","Animal","11/6/2019","11/7/2019","Safety issue","N","06","11","2019","Spontaneous and expedited","GB","GB"
"9271/19","Animal","10/18/2019","11/7/2019","Safety issue","N","18","10","2019","Spontaneous and expedited","GB","GB"
"9272/19","Animal","11/3/2019","11/7/2019","Safety issue","Y","03","11","2019","Spontaneous and expedited","GB","GB"
"9273/19","Animal","10/26/2019","11/8/2019","Safety Issue","Y","26","10","2019","Spontaneous and expedited","GB","GB"
"9274/19","Animal","10/22/2019","11/8/2019","Safety Issue","Y","22","10","2019","Spontaneous and expedited","GB","GB"
"9275/19","Animal","10/27/2019","11/8/2019","Safety Issue","Y","27","10","2019","Spontaneous and expedited","GB","GB"
"9276/19","Animal","10/1/2019","11/8/2019","Safety Issue","Y","","10","2019","Spontaneous and expedited","GB","GB"
"9277/19","Animal","8/18/2016","11/8/2019","Safety Issue","N","18","08","2016","Spontaneous and expedited","GB","GB"
"9278/19","Animal","8/5/2019","11/8/2019","Safety Issue","N","05","08","2019","Spontaneous and expedited","GB","GB"
