ADRNo;AnimalClass;AnimalSpecies;AnimalRole;ProductionType;AnimalSex;FemaleStatus;AnimalBreed;AnimalAge;AgeUnit;AgeType;MinimumAge;MaximumAge;AnimalWeight;WeightType;MinimumWeight;MaximumWeight;ParentOfCrossbreed;ClassCode;SpeciesCode;BreedCode
4159/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;11.92;Year;Unknown;;;34.4;Exact;;;;;CanDo;
4160/19;Caprinae;Ovine/sheep;Production;;Female;Non-pregnant - Lactating;Unspecified;;;Unknown;;;;Unknown;;;;;CapSh;Uns000
4161/19;Leporidae;European rabbit;Companion;;Male;;Netherland Dwarf;5;Month;;;;0.71;;;;;Lep;LepRa;LepRa016
4162/19;Canidae;Canine/dog;Companion;;Male;;;10;Week;Exact;;;;Unknown;;;;;CanDo;
4163/19;Canidae;Canine/dog;Companion;;Male;;;8.5;Year;Exact;;;34.8;Exact;;;;;CanDo;
4164/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;13;Year;Exact;;;35.4;Exact;;;;;CanDo;
4165/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Spaniel - Cocker English ;6.5;Year;;;;12.2;;;;;Can;CanDo;CanDo096
4167/19;Equidae;Equine/horse;Companion;;Female;;Ardennes;10;Year;;;;700;;;;;Equ;EquHo;EquHo007
4168/19;Leporidae;European rabbit;Companion;;Male-Neutered;;;2;Year;Exact;;;;Unknown;;;;;LepRa;
4169/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;4.5;Year;Exact;;;20;Exact;;;;;CanDo;
4170/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;2.5;Year;Exact;;;;Exact;12.7;14.7;;;CanDo;
4171/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;3.0;Year;Exact;;;;Exact;6.5;7.2;;;CanDo;
4172/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;8;Year;Exact;;;6.32;Exact;;;;;FelCa;
4173/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;11.6;Year;Exact;;;34.3;Exact;;;;;CanDo;
4174/19;Pisces;Atlantic Salmon (Salmo salar);Exotic;;Unknown;;Unspecified;;;Unknown;;;0.399;Unknown;;;;;PisAt;Uns000
4175/19;Canidae;Canine/dog;Companion;;Unknown;;;;;Unknown;;;;Unknown;;;;;CanDo;
4176/19;Canidae;Canine/dog;Companion;;Unknown;;;10.5;Year;Exact;;;11.3;Exact;;;;;CanDo;
4177/19;Suidae;Porcine/Pig;Production;;Mixed;;Other - please specify;2.23;Month;;;;4;;;;;Sui;SuiPi;SuiPi026
4178/19;Canidae;Canine/dog;Companion;;Unknown;;Retriever - Labrador ;5.54;Year;;;;21.45;;;;;Can;CanDo;CanDo148
4180/19;Felidae;Feline/cat;Companion;;Female-Neutered;Unknown;;15;Year;Exact;;;2.5;Exact;;;;;FelCa;
4181/19;Bovinae;Bovine/cattle;Production;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;BovCa;
4182/19;Equidae;Equine/horse;Companion;;Female;;;26;Year;;;;200;;;;;Equ;EquHo;
4183/19;Felidae;Feline/cat;Companion;;Male;;Domestic Shorthair;3;Year;;;;4.8;;;;;Fel;FelCa;FelCaxxx
4184/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;10;Year;Exact;;;48.8;Exact;;;;;CanDo;
4186/19;Canidae;Canine/dog;Companion;;Male;;;7;Year;Exact;;;7.5;Exact;;;;;CanDo;
4187/19;Canidae;Canine/dog;Companion;;Male;;;1.4;Year;Exact;;;32.3;Exact;;;;;CanDo;
4189/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;1;Year;Approximate;;;;Unknown;;;;;CanDo;
4190/19;Canidae;Canine/dog;Companion;;Male;;;2;Year;Exact;;;12.4;Exact;;;;;CanDo;
4191/19;Canidae;Canine/dog;Companion;;Female;Unknown;;1.5;Year;Exact;;;6;Exact;;;;;CanDo;
4192/19;Equidae;Equine/horse;Companion;;Male;;Other - please specify;11.0;Year;Exact;;;;Unknown;;;;Equ;EquHo;EquHo075
4194/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;6.5;Year;Exact;;;22.5;Exact;;;;;CanDo;
4195/19;Canidae;Canine/dog;Companion;;Female;Unknown;;12;Year;Exact;;;6.6;Exact;;;;;CanDo;
4196/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;10;Year;Exact;;;;Exact;19.8;20.1;;;CanDo;
4197/19;Canidae;Canine/dog;Companion;;Male;;;3;Month;Exact;;;4.1;Exact;;;;;CanDo;
4198/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;14;Year;;;;6.1;;;;;Fel;FelCa;FelCaxxx
4199/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Spaniel - Springer English ;13;Year;;;;28;;;;;Can;CanDo;CanDo100
4200/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;3.83;Year;Unknown;;;5.9;Exact;;;;;FelCa;
4201/19;Leporidae;European rabbit;Companion;;Male-Neutered;;;7;Year;Exact;;;1;Exact;;;;;LepRa;
4202/19;Leporidae;European rabbit;Companion;;Male-Neutered;;;6.6;Year;Exact;;;4.45;Exact;;;;;LepRa;
4203/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;3.5;Year;;;;3.83;;;;;Fel;FelCa;FelCaxxx
4204/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;18.33;Year;;;;2.8;;;;;Fel;FelCa;FelCaxxx
4205/19;Pisces;Goldfish (Carassius auratus);Exotic;;Unknown;;Goldfish Unspecified;;;;;;;;;;;Pis;PisGo;PisGo001
4206/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;6;Year;;;;9;;;;;;CanDo;
4207/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;14.8;Year;Exact;;;4.6;Exact;;;;Fel;FelCa;FelCaxxx
4208/19;Canidae;Canine/dog;Companion;;Female-Neutered;Non-pregnant - Non-lactating;;9;Year;Exact;;;;Unknown;;;;;CanDo;
4209/19;Felidae;Feline/cat;Companion;;Unknown;;Unspecified;8;Week;Exact;;;;Unknown;;;;;FelCa;Uns000
4210/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;10;Year;Exact;;;3.3;Exact;;;;;FelCa;
4211/19;Bovinae;Bovine/cattle;Production;Breeder;Female;Unknown;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
4212/19;Leporidae;European rabbit;Companion;;Female;Unknown;;12.0;Week;Exact;;;0.9;Exact;;;;;LepRa;
4214/19;Leporidae;European rabbit;Companion;;Male;;;3;Month;;;;1;;;;;Lep;LepRa;
4215/19;Canidae;Canine/dog;Companion;;Male;;Retriever - Labrador ;8.33;Year;;;;28;;;;;Can;CanDo;CanDo148
4216/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Spaniel - Cocker English ;3.92;Year;;;;17.5;;;;;Can;CanDo;CanDo096
4217/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;4.1;Year;Exact;;;10.2;Exact;;;;;CanDo;
4218/19;Felidae;Feline/cat;Companion;;Female;Non-pregnant - Non-lactating;Domestic Shorthair;2.35;Month;Exact;;;0.59;Exact;;;;Fel;FelCa;FelCaxxx
4219/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Terrier - Bull - Staffordshire ;10.67;Year;;;;21.2;;;;;Can;CanDo;CanDo212
4220/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;1;Year;Exact;;;8.55;Exact;;;;;CanDo;
4221/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;12.0;Year;Exact;;;10.6;Exact;;;;;CanDo;
4222/19;Felidae;Feline/cat;Companion;;Male;;;9;Week;Approximate;;;0.8;Approximate;;;;;FelCa;
4223/19;Canidae;Canine/dog;Companion;;Male;;Sheepdog - Shetland ;7.75;Year;;;;10;;;;;Can;CanDo;CanDo205
4224/19;Canidae;Canine/dog;Companion;;Female;Unknown;Bulldog - French ;8.13;Month;Exact;;;8.8;Exact;;;;Can;CanDo;CanDo031
4225/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;11.34;Year;;;;4.2;;;;;Fel;FelCa;FelCaxxx
4226/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Ragdoll;17.57;Year;;;;3.75;;;;;Fel;FelCa;FelCa030
4227/19;Canidae;Canine/dog;Companion;;Male;;Boxer (German Boxer);2.68;Month;;;;5.1;;;;;Can;CanDo;CanDo080
4228/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Chihuahua;7.37;Year;Exact;;;3.05;Exact;;;;Can;CanDo;CanDo060
4230/19;Caprinae;Ovine/sheep;Production;;Female;Mixed;;;;Unknown;;;;Unknown;;;;;CapSh;
4231/19;Canidae;Canine/dog;Companion;;Male;;;9;Month;;;;15;;;;;;CanDo;
4232/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Exotic;3.92;Year;;;;4;;;;;Fel;FelCa;FelCa018
4233/19;Canidae;Canine/dog;Companion;;Unknown;;Unspecified;;;Unknown;;;;Unknown;;;;;CanDo;Uns000
4234/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;12;Year;;;;4.3;;;;;Fel;FelCa;FelCaxxx
4235/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;10;Year;;;;3.6;;;;;Fel;FelCa;FelCaxxx
4236/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Collie - Border ;2.17;Year;;;;29;;;;;Can;CanDo;CanDo028
4237/19;Leporidae;European rabbit;Companion;;Female-Neutered;Not applicable;Crossbred;4;Year;Approximate;;;1.67;Exact;;;;Lep;LepRa;LepRa006
4238/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;14;Year;Unknown;;;25;Unknown;;;;;CanDo;
4239/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4240/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4241/19;Equidae;Equine/horse;Companion;;Unknown;;Shetland Pony;16;Year;;;;154;;;;;Equ;EquHo;EquHo093
4242/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4243/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4244/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4245/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4246/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4247/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4248/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;9.0;Year;Exact;;;6.3;Exact;;;;;FelCa;
4249/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;6.5;Year;Exact;;;11;Exact;;;;;CanDo;
4250/19;Felidae;Feline/cat;Companion;;Female;Unknown;;10;Month;Exact;;;2.65;Exact;;;;;FelCa;
4252/19;Bovinae;Bovine/cattle;Production;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;BovCa;
4253/19;Bovinae;Bovine/cattle;Production;Milk;Unknown;;;;;Unknown;;;;Unknown;;;;;BovCa;
4255/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;7;Year;Exact;;;7.8;Exact;;;;;CanDo;
4256/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;7;Year;Exact;;;27.5;Exact;;;;;CanDo;
4257/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;23.0;Year;Exact;;;;Unknown;;;;;EquHo;
4258/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;1.8;Year;Exact;;;;Unknown;;;;;FelCa;
4259/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;8;Year;Exact;;;19.3;Exact;;;;;CanDo;
4260/19;Canidae;Canine/dog;Companion;;Male;;;2.0;Month;Exact;;;7.8;Exact;;;;;CanDo;
4261/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;27.0;Year;Exact;;;;Unknown;;;;;EquHo;
4262/19;Felidae;Feline/cat;Companion;;Male;;;;;Unknown;;;;Unknown;;;;;FelCa;
4263/19;Bovinae;Bovine/cattle;Production;;Male;;;22.0;Month;Exact;;;;Unknown;;;;;BovCa;
4264/19;Bovinae;Bovine/cattle;Production;;Unknown;Unknown;;20.0;Month;Exact;;;;Exact;400.0;1000.0;;;BovCa;
4265/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;11;Year;;;;5.04;;;;;Fel;FelCa;FelCaxxx
4266/19;Canidae;Canine/dog;Companion;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;CanDo;
4267/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;8.5;Year;Exact;;;12.11;Exact;;;;;CanDo;
4268/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;10;Year;Exact;;;6.7;Exact;;;;;FelCa;
4269/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;3.5;Year;Exact;;;;Unknown;;;;;CanDo;
4270/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;6.4;Year;Exact;;;19;Exact;;;;;CanDo;
4271/19;Canidae;Canine/dog;Companion;;Unknown;;;16;Year;Exact;;;2;Exact;;;;;CanDo;
4272/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;5;Year;Exact;;;28;Exact;;;;;CanDo;
4273/19;Bovinae;Bovine/cattle;Production;;Female;Pregnant - Non-lactating;Unspecified;;;Unknown;;;;Unknown;;;;;BovCa;Uns000
4274/19;Felidae;Feline/cat;Companion;;Female;;Domestic Shorthair;4;Month;;;;1.7;;;;;Fel;FelCa;FelCaxxx
4275/19;Equidae;Equine/horse;Companion;;Female;Unknown;;25.0;Year;Exact;;;;Unknown;;;;;EquHo;
4276/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;10.75;Year;;;;3.77;;;;;Fel;FelCa;FelCaxxx
4277/19;Canidae;Canine/dog;Companion;;Male;;;2.58;Year;;;;15.8;;;;;Can;CanDo;
4278/19;Felidae;Feline/cat;Companion;;Male;;;9.0;Week;Exact;;;0.8;Exact;;;;;FelCa;
4279/19;Felidae;Feline/cat;Companion;;Unknown;;Unspecified;;;Unknown;;;;Unknown;;;;;FelCa;Uns000
4280/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;11.5;Year;Exact;;;4.8;Exact;;;;;CanDo;
4281/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;18.6;Year;Exact;;;4.8;Exact;;;;;FelCa;
4282/19;Felidae;Feline/cat;Companion;;Male;;;5.0;Year;Exact;;;6.0;Exact;;;;;FelCa;
4283/19;Felidae;Feline/cat;Companion;;Male;;;19;Year;Exact;;;6;Approximate;;;;;FelCa;
4284/19;Leporidae;European rabbit;Companion;;Female;;English;3;Month;;;;1.23;;;;;Lep;LepRa;LepRa009
4285/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Scottish Fold Shorthair;4;Year;;;;4;;;;;Fel;FelCa;FelCa033
4286/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;18.0;Year;Exact;;;;Unknown;;;;;FelCa;
4287/19;Canidae;Canine/dog;Companion;;Female;Unknown;;;;Unknown;;;;Exact;14.5;15.0;;;CanDo;
4288/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;EquHo;
4289/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;4.0;Year;Exact;;;16.5;Exact;;;;;CanDo;
4290/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;12.0;Year;Exact;;;;Unknown;;;;;EquHo;
4291/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;10.5;Year;Exact;;;42.0;Exact;;;;;CanDo;
4292/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;12.0;Year;Exact;;;4.3;Exact;;;;;FelCa;
4293/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;25.0;Year;Exact;;;;Unknown;;;;;EquHo;
4294/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;11.0;Year;Exact;;;;Unknown;;;;;EquHo;
4295/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;26.0;Year;Exact;;;;Unknown;;;;;EquHo;
4296/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;2.1;Year;Exact;;;13;Exact;;;;;CanDo;
4297/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;13;Year;Exact;;;33;Exact;;;;;CanDo;
4298/19;Canidae;Canine/dog;Companion;;Male;;Setter - English ;9.1;Month;;;;24.5;;;;;Can;CanDo;CanDo099
4299/19;Bovinae;Bovine/cattle;Production;;Mixed;Unknown;;;;Unknown;;;;Unknown;;;;;BovCa;
4300/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;4;Year;Exact;;;40;Exact;;;;;CanDo;
4301/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;8.42;Year;;;;4.27;;;;;Fel;FelCa;FelCaxxx
4302/19;Canidae;Canine/dog;Companion;;Male;;Retriever - Golden;8;Year;;;;36;;;;;Can;CanDo;CanDo112
4303/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;1.9;Year;Exact;;;31;Exact;;;;;CanDo;
4304/19;Canidae;Canine/dog;Companion;;Unknown;;;;;;;;;;;;;Can;CanDo;
4305/19;Canidae;Canine/dog;Companion;;Male;;Crossbred;2;Month;;;;2.2;;;;;Can;CanDo;CanDo070
4307/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;9.41;Year;Exact;;;25.8;Exact;;;;;CanDo;
4308/19;Caprinae;Ovine/sheep;Production;;Unknown;;Unspecified;;;Unknown;;;;Unknown;;;;;CapSh;Uns000
4309/19;Bovinae;Bovine/cattle;Companion;Breeder;Mixed;;;2;Day;Exact;;;;Unknown;;;;;BovCa;
4310/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;11.0;Year;Exact;;;4.6;Exact;;;;;FelCa;
4312/19;Canidae;Canine/dog;Companion;;Female-Neutered;Unknown;Crossbred;3.83;Year;Exact;;;22;Exact;;;;Can;CanDo;CanDo070
4313/19;Canidae;Canine/dog;Companion;;Male-Neutered;;Spaniel - Cocker English ;10.17;Year;;;;14.3;;;;;Can;CanDo;CanDo096
4314/19;Canidae;Canine/dog;Companion;;Male;;Spaniel - Cocker English ;3.3;Year;Exact;;;14.3;Exact;;;;Can;CanDo;CanDo096
4315/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;13.0;Year;Exact;;;;Unknown;;;;;EquHo;
4316/19;Canidae;Canine/dog;Companion;;Female;Unknown;;11;Week;Exact;;;9;Exact;;;;;CanDo;
4317/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;1.33;Month;Exact;;;6.5;Exact;;;;;CanDo;
4319/19;Caprinae;Ovine/sheep;Production;;Unknown;;Unspecified;;Week;Approximate;4;6;;Unknown;;;;;CapSh;Uns000
4320/19;Bovinae;Bovine/cattle;Production;;Female;Pregnant - Non-lactating;;;;Unknown;;;;Unknown;;;;;BovCa;
4321/19;Pisces;Goldfish (Carassius auratus);Exotic;;Unknown;;;;;;;;;;;;;Uns;PisGo;
4322/19;Canidae;Canine/dog;Companion;;Female;;Collie - Border ;15;Year;;;;21.2;;;;;Can;CanDo;CanDo028
4323/19;Canidae;Canine/dog;Companion;;Male;;Retriever - Labrador ;7.42;Year;;;;36;;;;;Can;CanDo;CanDo148
4324/19;Felidae;Feline/cat;Companion;;Female;;;8;Year;;;;3.2;;;;;;FelCa;
4325/19;Felidae;Feline/cat;Companion;;Female;Unknown;Unspecified;5;Year;Approximate;;;3.51;Approximate;;;;;FelCa;Uns000
4326/19;Leporidae;European rabbit;Companion;;Male;;;2;Year;Exact;;;2.9;Exact;;;;;LepRa;
4327/19;Leporidae;European rabbit;Companion;;Male;;;2;Year;Exact;;;2.37;Exact;;;;;LepRa;
4328/19;Leporidae;European rabbit;Companion;;Female;Unknown;;;;Unknown;;;3;Exact;;;;;LepRa;
4329/19;Aves;Other Aves;Production;;Unknown;;;;;Unknown;;;;Unknown;;;;;AveOt;
4330/19;Felidae;Feline/cat;Companion;;Female;;;6;Week;Exact;;;0.8;Exact;;;;;FelCa;
4331/19;Canidae;Canine/dog;Companion;;Female;Unknown;;10;Year;Exact;;;7.2;Exact;;;;;CanDo;
4332/19;Canidae;Canine/dog;Companion;;Male;;;3;Month;Exact;;;3;Exact;;;;;CanDo;
4333/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;2.6;Year;Exact;;;13.6;Exact;;;;;CanDo;
4334/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;9;Year;Exact;;;10;Approximate;;;;;CanDo;
4335/19;Canidae;Canine/dog;Companion;;Female;Unknown;;9.9;Year;Exact;;;6.2;Exact;;;;;CanDo;
4336/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;4;Year;Exact;;;23;Exact;;;;;CanDo;
4337/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;11;Year;Exact;;;41;Exact;;;;;CanDo;
4338/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;7;Year;Exact;;;31.3;Exact;;;;;CanDo;
4339/19;Bovinae;Bovine/cattle;Production;;Unknown;;;4;Month;Approximate;;;;Unknown;;;;;BovCa;
4340/19;Caprinae;Ovine/sheep;Production;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;CapSh;
4341/19;Equidae;Equine/horse;Companion;;Mixed;;;;;Unknown;;;;Unknown;;;;;EquHo;
4342/19;Canidae;Canine/dog;Companion;;Unknown;;;;;Unknown;;;;Unknown;;;;;CanDo;
4343/19;Bovinae;Bovine/cattle;Companion;;Mixed;;;;Month;Approximate;1;4;;Unknown;;;;;BovCa;
4344/19;Canidae;Canine/dog;Companion;;Female-Neutered;Non-pregnant - Non-lactating;;11;Year;Exact;;;8.9;Exact;;;;;CanDo;
4345/19;Equidae;Equine/horse;Companion;;Female;Unknown;;10;Year;Exact;;;;Unknown;;;;;EquHo;
4346/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;7.2;Year;Exact;;;;Unknown;;;;;CanDo;
4347/19;Canidae;Canine/dog;Companion;;Female;Unknown;;11;Year;Exact;;;12;Exact;;;;;CanDo;
4348/19;Bovinae;Bovine/cattle;Production;;Male;;;;;Unknown;;;;Exact;350;400;;;BovCa;
4349/19;Felidae;Feline/cat;Companion;;Female;Non-pregnant - Non-lactating;;7;Week;Exact;;;1.6;Exact;;;;;FelCa;
4350/19;Canidae;Canine/dog;Companion;;Female-Neutered;;;11.0;Year;Exact;;;37.4;Exact;;;;;CanDo;
4351/19;Felidae;Feline/cat;Companion;;Female-Neutered;;Domestic Shorthair;7.8;Year;;;;3.65;;;;;Fel;FelCa;FelCaxxx
4352/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Crossbred;4.5;Year;;;;14.5;;;;;Can;CanDo;CanDo070
4353/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;15;Year;Exact;;;9.1;Exact;;;;;CanDo;
4354/19;Canidae;Canine/dog;Companion;;Female-Neutered;;Terrier - Border ;2.12;Year;;;;9.5;;;;;Can;CanDo;CanDo029
4355/19;Felidae;Feline/cat;Companion;;Male-Neutered;;Domestic Shorthair;7;Month;;;;3.86;;;;;Fel;FelCa;FelCaxxx
4356/19;Canidae;Canine/dog;Companion;;Male;;;5;Year;Exact;;;2.8;Exact;;;;;CanDo;
4357/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;14;Year;Exact;;;3.62;Exact;;;;;FelCa;
4358/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;17;Year;Exact;;;4;Exact;;;;;FelCa;
4359/19;Caprinae;Ovine/sheep;Production;;Unknown;;;6;Week;Exact;;;;Unknown;;;;;CapSh;
4360/19;Suidae;Porcine/Pig;Production;Milk;Unknown;;;;Week;Approximate;9;10;;Approximate;3.6;4.4;;;SuiPi;
4361/19;Canidae;Canine/dog;Companion;;Female;Unknown;;5;Month;Exact;;;3;Exact;;;;;CanDo;
4362/19;Canidae;Canine/dog;Companion;;Male;;;7.0;Month;Exact;;;1.65;Exact;;;;;CanDo;
4363/19;Canidae;Canine/dog;Companion;;Unknown;;Unspecified;10;Week;Exact;;;;Unknown;;;;;CanDo;Uns000
4365/19;Caprinae;Ovine/sheep;Production;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;CapSh;
4366/19;Equidae;Equine/horse;Companion;;Male;;;17;Year;Exact;;;;Unknown;;;;;EquHo;
4367/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;15.0;Year;Exact;;;;Unknown;;;;;EquHo;
4368/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;5.83;Year;Exact;;;11.7;Exact;;;;;CanDo;
4369/19;Canidae;Canine/dog;Companion;;Female-Neutered;Not applicable;;7.5;Year;Exact;;;13.25;Exact;;;;;CanDo;
4370/19;Equidae;Equine/horse;Companion;;Female;Unknown;;;;Unknown;;;;Unknown;;;;;EquHo;
4371/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;22.0;Year;Exact;;;;Unknown;;;;;EquHo;
4372/19;Canidae;Canine/dog;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;CanDo;
4373/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;5.0;Year;Exact;;;4.0;Exact;;;;;FelCa;
4374/19;Felidae;Feline/cat;Companion;;Female-Neutered;Not applicable;;5.1;Year;Exact;;;4.48;Exact;;;;;FelCa;
4375/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;;;Unknown;;;;Unknown;;;;;EquHo;
4376/19;Equidae;Equine/horse;Companion;;Male-Neutered;;;7.0;Year;Exact;;;;Unknown;;;;;EquHo;
4377/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;EquHo;
4378/19;Bovinae;Bovine/cattle;Production;;Unknown;;;3;Week;Approximate;;;80;Approximate;;;;;BovCa;
4379/19;Felidae;Feline/cat;Companion;;Male;;;6;Month;Exact;;;3.9;Exact;;;;;FelCa;
4380/19;Bovinae;Bovine/cattle;Production;;Unknown;;;3.0;Year;Approximate;;;;Unknown;;;;;BovCa;
4381/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;4;Year;Exact;;;30;Exact;;;;;CanDo;
4382/19;Equidae;Equine/horse;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;EquHo;
4383/19;Bovinae;Bovine/cattle;Production;;Male;;Unspecified;3;Day;Unknown;;;50;Exact;;;;;BovCa;Uns000
4384/19;Canidae;Canine/dog;Companion;;Female;Non-pregnant - Non-lactating;;3.0;Month;Exact;;;2.92;Exact;;;;;CanDo;
4386/19;Felidae;Feline/cat;Companion;;Unknown;Unknown;;;;Unknown;;;;Unknown;;;;;FelCa;
4387/19;Felidae;Feline/cat;Companion;;Male-Neutered;;;16.0;Year;Exact;;;5.3;Exact;;;;;FelCa;
4388/19;Canidae;Canine/dog;Companion;;Male-Neutered;;;3.1;Year;Exact;;;15.58;Exact;;;;;CanDo;
4385/19;Felidae;Feline/cat;Companion;;Female;;;;;;;;;Approximate;2.5;5;;;FelCa;
4389/19;Canidae;Canine/dog;Companion;;Female;Unknown;;12;Week;Exact;;;4.5;Exact;;;;;CanDo;
4390/19;Felidae;Feline/cat;Companion;;Female-Neutered;;;;;Unknown;;;;Unknown;;;;;FelCa;
